Epoch,Loss,MRR,Hit@1,Hit@5,Hit@10,Hit@30,Hit@50,Hit@100
206,17.6519,0.8601,0.7794,0.9608,0.9705,0.9825,0.9871,0.9940
207,17.6475,0.8587,0.7766,0.9608,0.9700,0.9815,0.9866,0.9940
208,17.6429,0.8600,0.7790,0.9612,0.9705,0.9815,0.9866,0.9940
209,17.6384,0.8594,0.7780,0.9603,0.9695,0.9815,0.9862,0.9940
210,17.6339,0.8595,0.7780,0.9599,0.9695,0.9815,0.9862,0.9940
211,17.6295,0.8605,0.7803,0.9603,0.9700,0.9820,0.9857,0.9935
212,17.6250,0.8582,0.7762,0.9599,0.9695,0.9815,0.9852,0.9931
213,17.6206,0.8594,0.7780,0.9608,0.9705,0.9820,0.9852,0.9926
214,17.6162,0.8578,0.7748,0.9599,0.9700,0.9820,0.9848,0.9926
215,17.6118,0.8558,0.7711,0.9603,0.9709,0.9820,0.9848,0.9926
216,17.6075,0.8580,0.7753,0.9608,0.9709,0.9820,0.9848,0.9926
217,17.6032,0.8565,0.7720,0.9603,0.9700,0.9820,0.9843,0.9926
218,17.5989,0.8549,0.7697,0.9612,0.9705,0.9820,0.9848,0.9926
219,17.5946,0.8544,0.7688,0.9599,0.9714,0.9815,0.9848,0.9922
220,17.5902,0.8557,0.7716,0.9603,0.9705,0.9820,0.9843,0.9917
221,17.5860,0.8534,0.7670,0.9608,0.9700,0.9815,0.9843,0.9908
222,17.5817,0.8530,0.7665,0.9589,0.9700,0.9815,0.9834,0.9908
223,17.5773,0.8546,0.7702,0.9580,0.9695,0.9815,0.9834,0.9908
224,17.5729,0.8500,0.7614,0.9575,0.9705,0.9815,0.9834,0.9908
225,17.5688,0.8527,0.7665,0.9580,0.9705,0.9815,0.9834,0.9908
226,17.5646,0.8528,0.7670,0.9566,0.9700,0.9815,0.9834,0.9903
227,17.5602,0.8517,0.7660,0.9562,0.9705,0.9811,0.9838,0.9898
228,17.5562,0.8503,0.7628,0.9566,0.9700,0.9811,0.9838,0.9894
229,17.5520,0.8491,0.7610,0.9562,0.9705,0.9797,0.9838,0.9885
230,17.5479,0.8504,0.7647,0.9562,0.9700,0.9811,0.9838,0.9889
231,17.5435,0.8504,0.7647,0.9562,0.9714,0.9792,0.9838,0.9885
232,17.5394,0.8518,0.7665,0.9552,0.9709,0.9792,0.9838,0.9885
233,17.5356,0.8483,0.7600,0.9557,0.9719,0.9792,0.9838,0.9885
234,17.5314,0.8474,0.7596,0.9543,0.9714,0.9788,0.9825,0.9880
235,17.5272,0.8478,0.7610,0.9543,0.9709,0.9788,0.9825,0.9871
236,17.5231,0.8457,0.7563,0.9543,0.9695,0.9792,0.9825,0.9871
237,17.5191,0.8462,0.7587,0.9552,0.9682,0.9792,0.9825,0.9871
238,17.5152,0.8437,0.7540,0.9543,0.9686,0.9792,0.9820,0.9866
239,17.5114,0.8438,0.7545,0.9543,0.9682,0.9783,0.9811,0.9866
240,17.5076,0.8440,0.7550,0.9543,0.9672,0.9788,0.9811,0.9866
241,17.5037,0.8448,0.7577,0.9552,0.9668,0.9783,0.9811,0.9866
242,17.4999,0.8455,0.7582,0.9548,0.9672,0.9788,0.9806,0.9866
243,17.4955,0.8421,0.7531,0.9539,0.9663,0.9783,0.9811,0.9852
244,17.4919,0.8439,0.7563,0.9548,0.9668,0.9788,0.9811,0.9857
245,17.4883,0.8429,0.7554,0.9525,0.9654,0.9774,0.9802,0.9848
246,17.4845,0.8425,0.7536,0.9534,0.9654,0.9783,0.9811,0.9852
247,17.4802,0.8390,0.7485,0.9520,0.9649,0.9769,0.9802,0.9848
248,17.4766,0.8388,0.7480,0.9515,0.9649,0.9778,0.9797,0.9848
249,17.4731,0.8363,0.7439,0.9515,0.9635,0.9769,0.9797,0.9843
